Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
22810,5508,957,981,Second Class,BM-11140,United States,Cary,North Carolina,27511,South,OFF-AP-10002945,OfficeSupply,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,35.9397,6,0.32,5.309
22811,3975,773,785,Standard Class,SG-20080,United States,Detroit,Michigan,48227,Central,FUR-FU-10001847,Furni,Furnishings,Eldon Image Series Black Desk Accessories,382.4654,8,0.6,-31.1613
22812,7414,1090,1110,First Class,HA-14905,United States,New Brunswick,New Jersey,8901,East,OFF-FA-10002676,OfficeSupply,Fasteners,Colored Push Pins,0.01,10,0.1,0.0065
22813,10041,929,953,Standard Class,MG-18205,United States,Fayetteville,Arkansas,72701,South,OFF-BI-10002609,OfficeSupply,Binders,Avery Hidden Tab Dividers for Binding Systems,0.01,10,0.7,-0.0056
22814,9814,400,424,Same Day,GB-14530,United States,Bullhead City,Arizona,86442,West,OFF-BI-10003727,OfficeSupply,Binders,Avery Durable Slant Ring Binders With Label Holder,615.1708,9,0.8,-424.8208
22815,5691,971,995,Second Class,JP-15520,United States,Olathe,Kansas,66062,Central,FUR-FU-10003724,Furni,Furnishings,Westinghouse Clip-On Gooseneck Lamps,0.01,2,0.5,-0.0054
22816,1673,202,222,Same Day,CR-12820,United States,San Bernardino,California,92404,West,FUR-CH-10000229,Furni,Chairs,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,0.01,8,0.8,-0.0045
22817,10019,22,50,Second Class,RH-19600,United States,Saint Charles,Missouri,63301,Central,OFF-ST-10000142,OfficeSupply,Storage,Deluxe Rollaway Locking File with Drawer,35.1817,12,0.32,0.3106
22818,2480,369,373,First Class,HG-15025,United States,Passaic,New Jersey,7055,East,OFF-ST-10002344,OfficeSupply,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",0.01,13,0.1,0.0019
22819,1052,464,480,Second Class,AJ-10795,United States,Bedford,Texas,76021,Central,OFF-AR-10001166,OfficeSupply,Art,Staples in misc. colors,1055.3341,4,0.4,-196.3664
22820,7369,1196,1204,Standard Class,PC-18745,United States,Brentwood,California,94513,West,OFF-BI-10001758,OfficeSupply,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,957.1916,6,0.7,-139.4506
22821,5955,1380,1400,Second Class,YS-21880,United States,Sandy Springs,Georgia,30328,--,OFF-AR-10000246,OfficeSupply,Art,Newell 318,0.01,8,0.8,-0.0042
22822,10824,30,34,Second Class,SF-20065,United States,Malden,Massachusetts,2148,East,OFF-LA-10003923,OfficeSupply,Labels,Alphabetical Labels for Top Tab Filing,175.6868,5,0.4,23.6386
22823,7406,701,725,First Class,SP-20920,United States,Costa Mesa,California,92627,West,OFF-PA-10004101,OfficeSupply,Paper,Xerox 1894,487.3631,1,0.3,-106.9697
22824,4633,1250,1266,First Class,MZ-17335,United States,Columbia,South Carolina,29203,South,OFF-FA-10000936,OfficeSupply,Fasteners,Acco Hot Clips Clips to Go,142.3173,5,0.2,5.8224
22825,6858,355,367,First Class,GH-14425,United States,Long Beach,California,90805,West,OFF-EN-10001028,OfficeSupply,Envelopes,Staple envelope,213.7842,1,0.2,-13.6455
22826,145,11,31,Second Class,MB-18085,United States,Garland,Texas,75043,Central,OFF-AR-10004685,OfficeSupply,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",0.01,10,0.32,-0.0029
22828,6674,589,617,First Class,RM-19375,United States,Saint Petersburg,Florida,33710,,FUR-TA-10004152,Furni,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",164.7789,8,0.2,41.80
22829,340,1248,1268,Second Class,RD-19480,United States,Chapel Hill,North Carolina,27514,South,TEC-PH-10001795,Tech,Phones,ClearOne CHATAttach 160 - speaker phone,43.3903,6,0.4,-7.0023
22830,7240,582,590,Second Class,AF-10870,United States,New Castle,Indiana,47362,--,TEC-MA-10004212,technologies,Machines,Cisco SPA525G2 5-Line IP Phone,600.9555,6,0.3,-74.1987
22831,11840,689,701,Same Day,RP-19390,United States,Westminster,California,92683,West,TEC-MA-10002210,technologies,Machines,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,1461.694,12,0.45,-366.0519
22832,1440,429,457,Standard Class,RF-19345,United States,Marietta,Georgia,30062,South,OFF-AP-10002734,OfficeSupply,Appliances,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,0.01,13,0.6,-0.0021
22833,4936,1023,1027,Same Day,PG-18895,United States,Bakersfield,California,93309,West,OFF-ST-10000991,OfficeSupply,Storage,Space Solutions HD Industrial Steel Shelving.,687.7992,13,0.7,-204.0231
22834,10764,1016,1032,Second Class,HH-15010,United States,Richardson,Texas,75080,Central,FUR-FU-10004093,Furni,Furnishings,Hand-Finished Solid Wood Document Frame,0.01,12,0.7,
22835,4372,468,500,First Class,SC-20230,United States,Aurora,Colorado,80013,West,OFF-BI-10003529,OfficeSupply,Binders,Avery Round Ring Poly Binders,488.7001,8,0.5,-60.9304
22836,7532,721,753,Second Class,Co-12640,United States,Elmhurst,Illinois,60126,Central,TEC-AC-10004901,Tech,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,0.01,14,,0.0024
22837,9279,1378,1410,Same Day,BH-11710,United States,Wilmington,North Carolina,28403,South,FUR-TA-10001307,Furni,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",0.01,13,0.15,-0.0026
22838,11576,206,226,Second Class,EB-13930,United States,Baytown,Texas,77520,Central,FUR-FU-10003849,Furni,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",23.0246,9,0.1,2.2877
22839,7805,549,569,Same Day,LS-17200,United States,Redlands,California,92374,West,OFF-BI-10001196,OfficeSupply,Binders,"Avery Flip-Chart Easel Binder, Black",0.01,9,0.5,-0.0021
22840,11440,714,730,Same Day,CS-12460,United States,Washington,District of Columbia,20016,East,OFF-PA-10004353,OfficeSupply,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,0.01,12,0.6,-0.0014
22841,10117,1372,1396,Second Class,HA-14920,United States,Lakeland,Florida,33801,South,OFF-BI-10003650,OfficeSupply,Binders,GBC DocuBind 300 Electric Binding Machine,257.9986,11,0.4,-16.3649
22842,3395,507,515,First Class,SO-20335,United States,Daytona Beach,Florida,32114,South,FUR-TA-10001691,Furni,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",0.01,14,0.45,
22843,7135,150,158,Standard Class,AG-10900,United States,Buffalo,New York,14215,East,TEC-PH-10001750,Tech,Phones,Samsung Rugby III,51.1686,3,0.6,-30.19
22844,11030,584,608,First Class,NC-18340,United States,Kenner,Louisiana,70065,South,OFF-AP-10004980,OfficeSupply,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,601.9514,10,0.3,-53.4795
22845,1800,1256,1284,Same Day,PS-18970,United States,Lawton,Oklahoma,73505,,OFF-AR-10002766,OfficeSupply,Art,Prang Drawing Pencil Set,0.01,2,0.4,
22846,1415,306,330,Second Class,AG-10300,United States,Visalia,California,93277,West,FUR-FU-10000308,Furni,Furnishings,Deflect-o Glass Clear Studded Chair Mats,0.01,2,0.7,-0.0041
22848,10287,432,456,First Class,MZ-17335,United States,Leominster,Massachusetts,1453,East,OFF-LA-10002762,OfficeSupply,Labels,Avery 485,0.01,13,0.45,-0.0038
22849,5065,52,64,First Class,TP-21130,United States,Goldsboro,North Carolina,27534,South,OFF-LA-10004484,OfficeSupply,Labels,Avery 476,0.01,2,0.8,-0.0072
22850,11463,310,322,Same Day,NC-18625,United States,Reno,Nevada,89502,,OFF-AR-10001227,OfficeSupply,Art,Newell 338,1215.6597,5,0.6,-519.1457
22851,8079,644,652,First Class,BB-11545,United States,Detroit,Michigan,48205,Central,OFF-FA-10003112,OfficeSupply,Fasteners,Staples,354.3246,3,0.7,-143.7642
22852,2882,512,524,Standard Class,JD-16015,United States,Saint Louis,Missouri,63116,Central,OFF-BI-10003196,OfficeSupply,Binders,Accohide Poly Flexible Ring Binders,451.2045,9,0.32,98.4025
22853,11462,1101,1109,Same Day,BW-11065,United States,Bangor,Maine,4401,East,OFF-PA-10000061,OfficeSupply,Paper,Xerox 205,0.01,14,0.8,-0.0046
22854,11774,452,460,Same Day,JM-15535,United States,Muskogee,Oklahoma,74403,Central,TEC-AC-10002857,technologies,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",0.01,4,0.4,-0.0042
22855,8075,742,746,Second Class,SF-20965,United States,Manhattan,Kansas,66502,Central,TEC-PH-10003963,technologies,Phones,GE 2-Jack Phone Line Splitter,493.5817,6,0.32,175.6655
22856,10581,1044,1060,Same Day,SW-20755,United States,Utica,New York,13501,East,TEC-CO-10001943,Tech,Copiers,Canon PC-428 Personal Copier,25.9358,10,0.4,2.3248
22857,8351,1193,1217,Standard Class,DB-13660,United States,Montebello,California,90640,West,FUR-CH-10002880,Furni,Chairs,"Global High-Back Leather Tilter, Burgundy",0.01,8,0.2,0.0061
22859,11445,775,795,Standard Class,KN-16390,United States,Cedar Hill,Texas,75104,Central,OFF-PA-10003177,OfficeSupply,Paper,Xerox 1999,791.653,13,0.5,-241.2867
22860,515,634,654,Second Class,KB-16240,United States,Draper,Utah,84020,West,TEC-PH-10001299,Tech,Phones,Polycom CX300 Desktop Phone USB VoIP phone,212.4252,11,0.3,-77.29
22861,9358,57,65,Standard Class,FP-14320,United States,Asheville,North Carolina,28806,South,OFF-ST-10004186,OfficeSupply,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",396.1058,9,0.3,33.1789
22862,9248,467,491,Second Class,CC-12100,United States,Whittier,California,90604,West,OFF-ST-10001580,OfficeSupply,Storage,Super Decoflex Portable Personal File,117.7503,10,0.45,-9.4721
22863,2302,234,238,First Class,DC-12850,United States,New Albany,Indiana,47150,Central,TEC-PH-10000984,Tech,Phones,Panasonic KX-TG9471B,696.1077,3,0.15,116.7247
22864,9549,224,245,First Class,JK-16090,United States,Beverly,Massachusetts,1915,East,OFF-LA-10003923,OfficeSupply,Labels,Alphabetical Labels for Top Tab Filing,0.01,14,0.32,-0.0048
22865,8684,822,834,Same Day,MZ-17515,United States,Bryan,Texas,77803,Central,OFF-ST-10000649,OfficeSupply,Storage,Hanging Personal Folder File,912.4988,2,0.2,144.0598
22866,6690,562,586,First Class,MG-18145,United States,Lodi,California,95240,West,OFF-LA-10000262,OfficeSupply,Labels,Avery 494,1194.3714,9,0.7,-224.8532
22867,10875,709,721,Second Class,JG-15160,United States,Urbandale,Iowa,50322,Central,OFF-ST-10003716,OfficeSupply,Storage,Tennsco Double-Tier Lockers,336.2951,8,0.5,-66.1284
22868,757,195,215,Second Class,BT-11485,United States,Burlington,North Carolina,27217,South,OFF-BI-10004209,OfficeSupply,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",10.721,5,0.1,-0.4553
22869,7789,266,282,First Class,JA-15970,United States,Billings,Montana,59102,West,OFF-AP-10001469,OfficeSupply,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,0.01,9,0.1,-0.001
22870,11773,887,911,Same Day,EH-14005,United States,Santa Clara,California,95051,West,OFF-AR-10001988,OfficeSupply,Art,Bulldog Table or Wall-Mount Pencil Sharpener,669.8817,5,0.7,-300.9545
22871,8783,918,942,Second Class,RD-19810,United States,Niagara Falls,New York,14304,East,TEC-CO-10001449,Tech,Copiers,Hewlett Packard LaserJet 3310 Copier,0.01,8,0.5,-0.0035
22872,4892,691,719,Second Class,LH-17020,United States,Bowling Green,Ohio,43402,East,OFF-LA-10001045,OfficeSupply,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,0.01,2,0.15,0.0023
22874,2159,922,946,Standard Class,KH-16690,United States,Rockford,Illinois,61107,Central,OFF-ST-10004804,OfficeSupply,Storage,"Belkin 19"" Vented Equipment Shelf, Black",0.01,7,0.4,-0.0025
22875,6473,850,882,Same Day,BD-11605,United States,Murray,Kentucky,42071,,FUR-FU-10001591,Furni,Furnishings,Advantus Panel Wall Certificate Holder - 8.5x11,379.4324,7,0.7,-130.4807
22876,5452,1211,1231,First Class,BO-11425,United States,Austin,Texas,78745,Central,FUR-TA-10002607,Furni,Tables,KI Conference Tables,901.5919,4,0.6,-399.15
22877,6566,205,209,Standard Class,LH-17020,United States,Elkhart,Indiana,46514,Central,OFF-AR-10001473,OfficeSupply,Art,Newell 313,0.01,13,0.0,0.002
22878,2977,1387,1407,Standard Class,SP-20920,United States,Amarillo,Texas,79109,Central,OFF-ST-10002743,OfficeSupply,Storage,SAFCO Boltless Steel Shelving,0.01,8,0.7,-0.0082
22879,3451,1171,1175,First Class,VM-21685,United States,East Orange,New Jersey,7017,,OFF-AR-10003087,OfficeSupply,Art,Staples in misc. colors,0.01,2,0.5,0.0007
22880,6319,449,461,Second Class,AC-10450,United States,Thousand Oaks,California,91360,West,OFF-PA-10002036,OfficeSupply,Paper,Xerox 1930,0.01,13,0.5,-0.0031
22881,3490,605,609,Standard Class,BT-11440,United States,Allentown,Pennsylvania,18103,East,FUR-FU-10001934,Furni,Furnishings,Magnifier Swing Arm Lamp,0.01,1,0.6,-0.0031
22882,9414,469,501,Standard Class,TS-21430,United States,Salem,Virginia,24153,South,TEC-AC-10000990,Tech,Accessories,Imation Bio 2GB USB Flash Drive Imation Corp,127.9052,7,0.3,-0.9256
22883,11607,98,126,First Class,CS-11860,United States,San Diego,California,92105,West,FUR-TA-10004442,Furni,Tables,Riverside Furniture Stanwyck Manor Table Series,300.0842,2,0.8,-102.8854
22884,6701,26,58,Standard Class,ES-14020,United States,Hattiesburg,Mississippi,39401,South,FUR-FU-10003424,Furni,Furnishings,Nu-Dell Oak Frame,831.2227,5,0.4,108.8513
22885,722,503,535,Second Class,AG-10390,United States,Stockton,California,95207,West,TEC-PH-10003885,Tech,Phones,Cisco SPA508G,0.01,8,0.7,-0.0061
22886,10828,1294,1322,Second Class,DL-13315,United States,Florence,Alabama,35630,South,OFF-AR-10003087,OfficeSupply,Art,Staples in misc. colors,280.7283,13,0.4,-51.2477
22887,6051,668,676,Standard Class,NW-18400,United States,Lawrence,Indiana,46226,Central,OFF-AR-10004010,OfficeSupply,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,18.6712,1,0.32,3.3541
22888,7123,462,482,Same Day,NR-18550,United States,Jefferson City,Missouri,65109,Central,OFF-AR-10000614,OfficeSupply,Art,Barrel Sharpener,411.1502,10,0.6,-38.8158
22889,11162,607,611,Same Day,CP-12085,United States,Thornton,Colorado,80229,West,FUR-FU-10003194,Furni,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",703.7066,5,0.3,48.81
22890,859,775,787,Second Class,CM-12655,United States,Chesapeake,Virginia,23320,South,OFF-BI-10002571,OfficeSupply,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",0.01,1,,-0.0015
22891,438,865,893,Standard Class,KF-16285,United States,Bryan,Texas,77803,Central,OFF-FA-10000585,OfficeSupply,Fasteners,OIC Bulk Pack Metal Binder Clips,413.0872,4,0.7,-77.9921
22892,1203,785,809,First Class,SU-20665,United States,Phoenix,Arizona,85023,West,OFF-PA-10003177,OfficeSupply,Paper,Xerox 1999,499.0652,12,0.15,120.6331
22895,1537,1288,1300,First Class,CH-12070,United States,New Bedford,Massachusetts,2740,East,OFF-FA-10004838,OfficeSupply,Fasteners,"Super Bands, 12/Pack",0.01,5,,-0.003
22896,7562,447,459,Second Class,AC-10615,United States,Mesquite,Texas,75150,Central,FUR-FU-10002671,Furni,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,0.01,7,0.4,-0.00
22897,8249,796,804,Standard Class,CC-12220,United States,Columbia,Missouri,65203,Central,OFF-BI-10001718,OfficeSupply,Binders,GBC DocuBind P50 Personal Binding Machine,0.01,8,0.2,0.0025
22898,11686,722,742,Second Class,PL-18925,United States,Keller,Texas,76248,Central,OFF-PA-10003919,OfficeSupply,Paper,Xerox 1989,0.01,5,0.4,0.0004
22899,8515,183,195,Same Day,PJ-19015,United States,Missouri City,Texas,77489,Central,OFF-PA-10002499,OfficeSupply,Paper,Xerox 1890,22.1324,3,0.6,-4.2794
22900,7164,806,818,Standard Class,JD-15790,United States,Saint Paul,Minnesota,55106,Central,OFF-AP-10004655,OfficeSupply,Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",569.5163,11,0.1,5.59
22901,872,796,800,Standard Class,MZ-17515,United States,Santa Ana,California,92704,West,OFF-BI-10000546,OfficeSupply,Binders,Avery Durable Binders,0.01,5,0.3,-0.0032
22903,10858,1015,1027,Standard Class,EH-13945,United States,Chesapeake,Virginia,23320,South,FUR-CH-10004477,Furni,Chairs,"Global Push Button Manager's Chair, Indigo",0.01,6,0.4,-0.0022
22904,1478,1007,1023,First Class,CA-12265,United States,Gastonia,North Carolina,28052,South,OFF-PA-10004519,OfficeSupply,Paper,Spiral Phone Message Books with Labels by Adams,388.8906,10,0.4,8.9323
22905,6301,1207,1239,First Class,BS-11380,United States,Apple Valley,California,92307,West,FUR-BO-10003660,Furni,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",0.01,13,0.5,-0.0017
22906,8744,754,770,Second Class,JW-15955,United States,Des Moines,Iowa,50315,,FUR-CH-10004983,Furni,Chairs,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,146.7263,7,0.7,-36.338
22907,6985,1145,1165,Same Day,KC-16255,United States,Linden,New Jersey,7036,East,TEC-MA-10001148,technologies,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,0.01,2,0.8,-0.0049
22908,8292,718,750,Same Day,CY-12745,United States,Royal Oak,Michigan,48073,Central,FUR-CH-10002320,Furni,Chairs,Hon Pagoda Stacking Chairs,0.01,10,,-0.0034
22909,18,758,770,Second Class,CD-12790,United States,Charlotte,North Carolina,28205,--,OFF-AP-10004052,OfficeSupply,Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",640.5968,14,0.45,-209.88
22910,8367,1307,1311,First Class,JH-15985,United States,Chicago,Illinois,60610,Central,OFF-AR-10001955,OfficeSupply,Art,Newell 319,0.01,7,0.4,-0.0011
22911,179,440,448,First Class,BO-11350,United States,Amarillo,Texas,79109,Central,FUR-BO-10003660,Furni,Bookcases,"Bush Cubix Collection Bookcases, Fully Assembled",817.8475,8,0.2,22.7032
22912,9195,333,341,Same Day,JF-15490,United States,West Allis,Wisconsin,53214,--,OFF-PA-10001450,OfficeSupply,Paper,Rediform S.O.S. Phone Message Books,695.6203,7,0.4,
22913,2543,1261,1265,Standard Class,RM-19675,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002024,Furni,Chairs,HON 5400 Series Task Chairs for Big and Tall,1171.1286,11,0.1,424.5081
22914,10087,620,628,Second Class,DJ-13630,United States,Everett,Washington,98208,West,OFF-BI-10000848,OfficeSupply,Binders,Angle-D Ring Binders,658.8376,5,0.15,-23.7231
22915,1265,798,810,Same Day,HG-15025,United States,Evanston,Illinois,60201,Central,OFF-BI-10001787,OfficeSupply,Binders,Wilson Jones Four-Pocket Poly Binders,0.01,12,0.5,-0.0014
22916,4214,632,636,First Class,JK-16090,United States,Port Arthur,Texas,77642,Central,OFF-PA-10002036,OfficeSupply,Paper,Xerox 1930,0.01,3,0.6,0.0005
22917,2199,42,74,Same Day,SG-20080,United States,Lewiston,Idaho,83501,West,OFF-BI-10002437,OfficeSupply,Binders,Recycled Premium Regency Composition Covers,700.0812,6,0.2,115.6413
22918,1108,1166,1170,Same Day,AH-10210,United States,Coppell,Texas,75019,Central,TEC-AC-10000682,technologies,Accessories,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,0.01,12,0.45,-0.0021
22919,7533,165,169,Standard Class,VG-21790,United States,Salem,Virginia,24153,South,FUR-BO-10004834,Furni,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",417.8206,2,,31.113
22920,3067,495,515,Standard Class,DD-13570,United States,Carrollton,Texas,75007,Central,OFF-AP-10003281,OfficeSupply,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,0.01,11,0.6,-0.0037
22921,5900,106,122,Second Class,MY-18295,United States,Nashua,New Hampshire,3060,East,FUR-FU-10002111,Furni,Furnishings,"Master Caster Door Stop, Large Brown",351.4527,7,0.3,-123.9798
22922,10697,571,595,Second Class,CM-12385,United States,Carlsbad,New Mexico,88220,West,FUR-CH-10003535,Furni,Chairs,"Global Armless Task Chair, Royal Blue",278.3074,11,0.1,
22923,5510,1020,1044,Standard Class,CB-12415,United States,The Colony,Texas,75056,Central,FUR-TA-10004915,Furni,Tables,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",246.1778,10,0.45,-84.6752
22924,10677,696,712,Same Day,KM-16660,United States,Redwood City,California,94061,West,OFF-ST-10004946,OfficeSupply,Storage,Desktop 3-Pocket Hot File,211.2813,9,0.2,60.9443
22925,612,780,808,Same Day,JG-15160,United States,Franklin,Tennessee,37064,South,FUR-TA-10001095,Furni,Tables,Chromcraft Round Conference Tables,310.7954,14,0.3,-137.8656
22927,10601,722,734,Standard Class,MR-17545,United States,Yonkers,New York,10701,East,OFF-PA-10002947,OfficeSupply,Paper,Xerox 1923,0.01,11,0.32,-0.001
22928,786,199,227,Standard Class,PB-19105,United States,Fort Lauderdale,Florida,33311,South,OFF-PA-10000466,OfficeSupply,Paper,"Memo Book, 100 Message Capacity, 5 3/8 x 11",0.01,5,0.0,0.0019
22929,4502,675,695,Standard Class,DM-13345,United States,Burlington,Iowa,52601,Central,OFF-EN-10004030,OfficeSupply,Envelopes,Convenience Packs of Business Envelopes,334.4427,5,0.45,-160.98
22930,7107,380,388,Second Class,RP-19270,United States,Yonkers,New York,10701,East,OFF-SU-10002573,OfficeSupply,Supplies,"Acme 10"" Easy Grip Assistive Scissors",164.7314,3,0.0,64.1926
22931,573,1209,1221,Same Day,GT-14635,United States,Santa Clara,California,95051,West,TEC-AC-10004171,Tech,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,0.01,5,0.32,-0.0015
22932,419,1425,1445,Same Day,RD-19930,United States,Mobile,Alabama,36608,South,TEC-PH-10004100,technologies,Phones,Griffin GC17055 Auxiliary Audio Cable,313.6172,11,0.15,146.8964
22933,1712,191,219,Same Day,NZ-18565,United States,Oklahoma City,Oklahoma,73120,Central,FUR-FU-10001979,Furni,Furnishings,Dana Halogen Swing-Arm Architect Lamp,111.7253,7,0.15,0.5795
22934,4967,237,269,Standard Class,RW-19690,United States,Seattle,Washington,98115,West,OFF-PA-10003625,OfficeSupply,Paper,Xerox 1979,0.01,1,0.3,0.0051
22935,8861,544,560,Second Class,EH-13765,United States,Tempe,Arizona,85281,West,FUR-TA-10001705,Furni,Tables,Bush Advantage Collection Round Conference Table,463.7794,2,0.7,-364.2172
22936,2799,906,930,First Class,DK-13150,United States,Santa Barbara,California,93101,West,FUR-CH-10003746,Furni,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,415.6009,13,0.6,-62.47
22937,8214,526,546,Same Day,AJ-10945,United States,Conroe,Texas,77301,Central,OFF-AR-10001227,OfficeSupply,Art,Newell 338,0.01,9,0.2,-0.0006
22938,7121,703,707,Standard Class,JR-16210,United States,Lewiston,Maine,4240,East,OFF-AP-10001469,OfficeSupply,Appliances,Fellowes 8 Outlet Superior Workstation Surge Protector,0.01,8,0.4,0.0012
22939,10341,218,222,First Class,SF-20065,United States,Arlington Heights,Illinois,60004,Central,FUR-FU-10004460,Furni,Furnishings,"Howard Miller 12"" Round Wall Clock",545.5136,6,0.15,122.5923
22940,2803,420,424,First Class,BF-11005,United States,Rockford,Illinois,61107,Central,FUR-FU-10002445,Furni,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",1033.4874,7,0.8,-693.1337
22941,9194,1333,1353,Standard Class,EJ-13720,United States,Ormond Beach,Florida,32174,South,OFF-EN-10003862,OfficeSupply,Envelopes,Laser & Ink Jet Business Envelopes,905.7587,2,0.45,
22942,2399,1273,1301,Standard Class,JS-15685,United States,Coachella,California,92236,--,FUR-TA-10001086,Furni,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",0.01,13,0.32,-0.0015
22943,2804,199,211,First Class,SP-20920,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10002377,OfficeSupply,Paper,Xerox 1916,0.01,3,0.6,-0.0033
22944,5042,419,423,Second Class,AG-10765,United States,Dearborn,Michigan,48126,--,OFF-BI-10004632,OfficeSupply,Binders,Ibico Hi-Tech Manual Binding System,0.01,11,0.32,-0.0002
22945,8335,39,47,Second Class,AR-10405,United States,Norman,Oklahoma,73071,Central,TEC-AC-10000926,Tech,Accessories,NETGEAR RangeMax WNR1000 Wireless Router,635.8783,7,0.0,343.6985
22946,3260,644,676,First Class,GA-14515,United States,Chico,California,95928,West,FUR-FU-10004586,Furni,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,0.01,12,0.15,0.0004
22948,7104,507,531,Same Day,NG-18430,United States,Fort Collins,Colorado,80525,West,TEC-PH-10002660,technologies,Phones,Nortel Networks T7316 E Nt8 B27,489.1181,3,0.45,2.7112
22949,5073,888,908,Second Class,CK-12205,United States,Citrus Heights,California,95610,West,TEC-PH-10002624,technologies,Phones,Samsung Galaxy S4 Mini,1284.0374,2,0.7,-370.6517
22950,7246,691,711,Standard Class,PM-19135,United States,Greensboro,North Carolina,27405,South,TEC-MA-10001570,technologies,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,0.01,6,0.15,0.002
22951,2802,48,52,Same Day,CS-11860,United States,Toledo,Ohio,43615,East,FUR-FU-10002671,Furni,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,471.8179,5,0.6,-133.68
22952,168,440,460,Standard Class,ED-13885,United States,Milwaukee,Wisconsin,53209,Central,OFF-ST-10001291,OfficeSupply,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",194.8484,5,0.6,-57.9763
22953,10576,1049,1081,Standard Class,VS-21820,United States,Houston,Texas,77041,Central,OFF-PA-10000350,OfficeSupply,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",172.8796,3,,-40.1173
22954,2451,717,745,First Class,GM-14455,United States,Lancaster,Ohio,43130,East,OFF-BI-10000494,OfficeSupply,Binders,Acco Economy Flexible Poly Round Ring Binder,286.3676,10,0.4,-38.658
22955,1072,1062,1070,Standard Class,SF-20065,United States,Santa Ana,California,92704,West,TEC-PH-10003931,technologies,Phones,JBL Micro Wireless Portable Bluetooth Speaker,233.2876,8,0.45,
22956,553,56,80,First Class,SP-20860,United States,Missouri City,Texas,77489,Central,OFF-ST-10003572,OfficeSupply,Storage,Portfile Personal File Boxes,481.2483,7,0.6,
22957,6703,959,979,First Class,AH-10585,United States,Canton,Michigan,48187,Central,OFF-EN-10000056,OfficeSupply,Envelopes,Cameo Buff Policy Envelopes,556.2382,4,0.1,106.8516
22958,7009,746,766,Standard Class,SG-20890,United States,Burlington,Iowa,52601,Central,OFF-FA-10000585,OfficeSupply,Fasteners,OIC Bulk Pack Metal Binder Clips,0.01,11,0.0,0.0043
22959,5532,357,373,Second Class,RB-19435,United States,Richmond,Indiana,47374,Central,TEC-AC-10000892,technologies,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,178.9113,11,0.4,-14.3779
